groupId,artifactId,version,class,method,dereferences,checks
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.http.ReplicationService$ReplicationAction,org.apache.lucene.replicator.http.ReplicationService$ReplicationAction valueOf(java.lang.String),10,0
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.http.ReplicationService$ReplicationAction,org.apache.lucene.replicator.http.ReplicationService$ReplicationAction[] values(),10,0
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.nrt.CopyJob,java.util.Set getFileNames(),10,0
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.nrt.CopyJob,java.util.Set getFileNamesToCopy(),20,0
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.nrt.CopyJob,org.apache.lucene.replicator.nrt.CopyState getCopyState(),30,0
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.nrt.Node,org.apache.lucene.replicator.nrt.FileMetaData readLocalFileMetaData(java.lang.String),7,7
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.nrt.ReplicaFileDeleter,java.lang.Integer getRefCount(java.lang.String),10,0
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.nrt.ReplicaNode,java.util.Collection access$000(org.apache.lucene.replicator.nrt.ReplicaNode),10,0
org.apache.lucene,lucene-replicator,6,org.apache.lucene.replicator.nrt.SegmentInfosSearcherManager,org.apache.lucene.index.SegmentInfos getCurrentInfos(),20,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.codecs.idversion.VersionBlockTreeTermsWriter,java.util.List access$500(org.apache.lucene.codecs.idversion.VersionBlockTreeTermsWriter),10,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.codecs.idversion.VersionBlockTreeTermsWriter,org.apache.lucene.store.IndexOutput access$200(org.apache.lucene.codecs.idversion.VersionBlockTreeTermsWriter),40,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.codecs.idversion.VersionBlockTreeTermsWriter,org.apache.lucene.store.IndexOutput access$400(org.apache.lucene.codecs.idversion.VersionBlockTreeTermsWriter),10,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.document.BigIntegerPoint,"java.math.BigInteger decodeDimension(byte[],int)",20,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.document.InetAddressPoint,java.net.InetAddress decode(byte[]),18,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.document.LatLonDocValuesDistanceQuery$1,org.apache.lucene.geo.GeoEncodingUtils$DistancePredicate access$400(org.apache.lucene.document.LatLonDocValuesDistanceQuery$1),1,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.document.NearestNeighbor,"org.apache.lucene.document.NearestNeighbor$NearestHit[] nearest(double,double,java.util.List,java.util.List,java.util.List,int)",8,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.sandbox.queries.SlowFuzzyTermsEnum,org.apache.lucene.index.Terms access$000(org.apache.lucene.sandbox.queries.SlowFuzzyTermsEnum),10,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.DocValuesNumbersQuery,java.util.Set access$100(org.apache.lucene.search.DocValuesNumbersQuery),6,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.DocValuesNumbersQuery,org.apache.lucene.search.LongHashSet access$100(org.apache.lucene.search.DocValuesNumbersQuery),4,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.DocValuesRangeQuery,java.lang.Object access$000(org.apache.lucene.search.DocValuesRangeQuery),30,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.DocValuesRangeQuery,java.lang.Object access$100(org.apache.lucene.search.DocValuesRangeQuery),30,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.DocValuesTermsQuery,org.apache.lucene.index.PrefixCodedTerms access$100(org.apache.lucene.search.DocValuesTermsQuery),4,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.DocValuesTermsQuery,org.apache.lucene.util.BytesRef[] access$100(org.apache.lucene.search.DocValuesTermsQuery),6,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.TermAutomatonQuery,java.util.Map access$000(org.apache.lucene.search.TermAutomatonQuery),30,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.TermAutomatonQuery,java.util.Map access$200(org.apache.lucene.search.TermAutomatonQuery),10,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.TermAutomatonScorer,org.apache.lucene.search.TermAutomatonQuery$EnumAndScorer[] access$400(org.apache.lucene.search.TermAutomatonScorer),30,0
org.apache.lucene,lucene-sandbox,6,org.apache.lucene.search.TermAutomatonScorer,org.apache.lucene.util.PriorityQueue access$600(org.apache.lucene.search.TermAutomatonScorer),40,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.geopoint.search.GeoPointDistanceQueryImpl,org.apache.lucene.spatial.geopoint.search.GeoPointDistanceQuery access$000(org.apache.lucene.spatial.geopoint.search.GeoPointDistanceQueryImpl),12,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.geopoint.search.GeoPointDistanceQueryImpl,org.apache.lucene.spatial.geopoint.search.GeoPointDistanceQuery access$100(org.apache.lucene.spatial.geopoint.search.GeoPointDistanceQueryImpl),256,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.geopoint.search.GeoPointInBBoxQuery,java.lang.String getField(),10,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.geopoint.search.GeoPointInPolygonQueryImpl,org.apache.lucene.geo.Polygon2D access$000(org.apache.lucene.spatial.geopoint.search.GeoPointInPolygonQueryImpl),39,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.geopoint.search.GeoPointInPolygonQueryImpl,org.apache.lucene.spatial.geopoint.search.GeoPointInPolygonQuery access$000(org.apache.lucene.spatial.geopoint.search.GeoPointInPolygonQueryImpl),28,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.geopoint.search.GeoPointMultiTermQuery,"org.apache.lucene.index.TermsEnum getTermsEnum(org.apache.lucene.index.Terms,org.apache.lucene.util.AttributeSource)",10,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.util.GeoEncodingUtils,"java.lang.Long mortonHash(double,double)",6,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.util.GeoProjectionUtils,"double[] llaToECF(double,double,double,double[])",6,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.util.GeoProjectionUtils,"double[] pointFromLonLatBearingGreatCircle(double,double,double,double,double[])",8,0
org.apache.lucene,lucene-spatial,6,org.apache.lucene.spatial.util.GeoUtils,"org.apache.lucene.spatial.util.GeoRect circleToBBox(double,double,double)",2,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.SpatialStrategy,org.apache.lucene.document.Field[] createIndexableFields(org.locationtech.spatial4j.shape.Shape),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.SpatialStrategy,org.locationtech.spatial4j.context.SpatialContext getSpatialContext(),60,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.composite.IntersectsRPTVerifyQuery,org.apache.lucene.queries.function.ValueSource access$100(org.apache.lucene.spatial.composite.IntersectsRPTVerifyQuery),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.composite.IntersectsRPTVerifyQuery,org.apache.lucene.spatial.composite.IntersectsRPTVerifyQuery$IntersectsDifferentiatingQuery access$000(org.apache.lucene.spatial.composite.IntersectsRPTVerifyQuery),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.composite.IntersectsRPTVerifyQuery$IntersectsDifferentiatingQuery,org.apache.lucene.spatial.composite.IntersectsRPTVerifyQuery$IntersectsDifferentiatingQuery$IntersectsDifferentiatingVisitor compute(org.apache.lucene.index.LeafReaderContext),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.AbstractPrefixTreeQuery,org.apache.lucene.search.DocIdSet getDocIdSet(org.apache.lucene.index.LeafReaderContext),10,10
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.PrefixTreeStrategy,org.apache.lucene.spatial.prefix.tree.SpatialPrefixTree getGrid(),30,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.Cell,org.apache.lucene.spatial.prefix.tree.CellIterator getNextLevelCells(org.locationtech.spatial4j.shape.Shape),30,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.Cell,org.apache.lucene.util.BytesRef getTokenBytesNoLeaf(org.apache.lucene.util.BytesRef),20,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.Cell,org.locationtech.spatial4j.shape.Shape getShape(),110,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.CellIterator,org.apache.lucene.spatial.prefix.tree.Cell next(),20,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.CellIterator,org.apache.lucene.spatial.prefix.tree.Cell thisCell(),20,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.LegacyCell,org.apache.lucene.util.BytesRef getTokenBytesNoLeaf(org.apache.lucene.util.BytesRef),20,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.NumberRangePrefixTree,"org.apache.lucene.spatial.prefix.tree.Cell readCell(org.apache.lucene.util.BytesRef,org.apache.lucene.spatial.prefix.tree.Cell)",10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.NumberRangePrefixTree$SpanUnitsNRShape,org.apache.lucene.spatial.prefix.tree.NumberRangePrefixTree$UnitNRShape getMaxUnit(),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.NumberRangePrefixTree$SpanUnitsNRShape,org.apache.lucene.spatial.prefix.tree.NumberRangePrefixTree$UnitNRShape getMinUnit(),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.NumberRangePrefixTree$UnitNRShape,org.apache.lucene.spatial.prefix.tree.NumberRangePrefixTree$UnitNRShape getShapeAtLevel(int),20,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.PackedQuadPrefixTree,org.apache.lucene.spatial.prefix.tree.Cell getWorldCell(),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.QuadPrefixTree$QuadCell,org.locationtech.spatial4j.shape.Shape getShape(),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.SpatialPrefixTree,"org.apache.lucene.spatial.prefix.tree.CellIterator getTreeCellIterator(org.locationtech.spatial4j.shape.Shape,int)",20,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.SpatialPrefixTree,org.locationtech.spatial4j.context.SpatialContext getSpatialContext(),40,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.prefix.tree.SpatialPrefixTreeFactory,"org.apache.lucene.spatial.prefix.tree.SpatialPrefixTree makeSPT(java.util.Map,java.lang.ClassLoader,org.locationtech.spatial4j.context.SpatialContext)",20,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.query.SpatialArgs,java.lang.Double getDistErrPct(),10,10
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.query.SpatialArgs,org.apache.lucene.spatial.query.SpatialOperation getOperation(),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.query.SpatialArgs,org.locationtech.spatial4j.shape.Shape getShape(),30,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.serialized.SerializedDVStrategy$PredicateValueSourceQuery,org.apache.lucene.queries.function.ValueSource access$100(org.apache.lucene.spatial.serialized.SerializedDVStrategy$PredicateValueSourceQuery),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.serialized.SerializedDVStrategy$ShapeDocValueSource,org.locationtech.spatial4j.io.BinaryCodec access$200(org.apache.lucene.spatial.serialized.SerializedDVStrategy$ShapeDocValueSource),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.util.DistanceToShapeValueSource,org.locationtech.spatial4j.distance.DistanceCalculator access$200(org.apache.lucene.spatial.util.DistanceToShapeValueSource),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.util.ShapeFieldCache,java.util.List getShapes(int),10,10
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.util.ShapeFieldCacheDistanceValueSource,org.apache.lucene.spatial.util.ShapeFieldCacheProvider access$000(org.apache.lucene.spatial.util.ShapeFieldCacheDistanceValueSource),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.util.ShapeFieldCacheDistanceValueSource,org.locationtech.spatial4j.context.SpatialContext access$200(org.apache.lucene.spatial.util.ShapeFieldCacheDistanceValueSource),20,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.util.ShapePredicateValueSource,org.apache.lucene.spatial.query.SpatialOperation access$100(org.apache.lucene.spatial.util.ShapePredicateValueSource),10,0
org.apache.lucene,lucene-spatial-extras,6,org.apache.lucene.spatial.vector.DistanceValueSource,org.apache.lucene.spatial.vector.PointVectorStrategy access$100(org.apache.lucene.spatial.vector.DistanceValueSource),20,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.BasePlanetObject,org.apache.lucene.spatial3d.geom.PlanetModel getPlanetModel(),10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,"org.apache.lucene.spatial3d.geom.Bounds addHorizontalPlane(org.apache.lucene.spatial3d.geom.PlanetModel,double,org.apache.lucene.spatial3d.geom.Plane,org.apache.lucene.spatial3d.geom.Membership[])",110,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,"org.apache.lucene.spatial3d.geom.Bounds addIntersection(org.apache.lucene.spatial3d.geom.PlanetModel,org.apache.lucene.spatial3d.geom.Plane,org.apache.lucene.spatial3d.geom.Plane,org.apache.lucene.spatial3d.geom.Membership[])",85,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,"org.apache.lucene.spatial3d.geom.Bounds addPlane(org.apache.lucene.spatial3d.geom.PlanetModel,org.apache.lucene.spatial3d.geom.Plane,org.apache.lucene.spatial3d.geom.Membership[])",28,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,org.apache.lucene.spatial3d.geom.Bounds addPoint(org.apache.lucene.spatial3d.geom.GeoPoint),257,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,"org.apache.lucene.spatial3d.geom.Bounds addVerticalPlane(org.apache.lucene.spatial3d.geom.PlanetModel,double,org.apache.lucene.spatial3d.geom.Plane,org.apache.lucene.spatial3d.geom.Membership[])",180,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,org.apache.lucene.spatial3d.geom.Bounds addYValue(org.apache.lucene.spatial3d.geom.GeoPoint),10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,org.apache.lucene.spatial3d.geom.Bounds isWide(),50,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,org.apache.lucene.spatial3d.geom.Bounds noBottomLatitudeBound(),26,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,org.apache.lucene.spatial3d.geom.Bounds noLongitudeBound(),72,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Bounds,org.apache.lucene.spatial3d.geom.Bounds noTopLatitudeBound(),33,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.GeoAreaFactory,"org.apache.lucene.spatial3d.geom.GeoArea makeGeoArea(org.apache.lucene.spatial3d.geom.PlanetModel,double,double,double,double)",10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.GeoAreaFactory,"org.apache.lucene.spatial3d.geom.GeoArea makeGeoArea(org.apache.lucene.spatial3d.geom.PlanetModel,double,double,double,double,double,double)",10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.GeoComplexPolygon,org.apache.lucene.spatial3d.geom.GeoPoint access$000(org.apache.lucene.spatial3d.geom.GeoComplexPolygon),8,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.GeoPolygonFactory$EdgeBuffer,java.util.Iterator iterator(),16,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.GeoPolygonFactory$EdgeBuffer,org.apache.lucene.spatial3d.geom.GeoPolygonFactory$Edge getNext(org.apache.lucene.spatial3d.geom.GeoPolygonFactory$Edge),8,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.GeoPolygonFactory$EdgeBuffer,org.apache.lucene.spatial3d.geom.GeoPolygonFactory$Edge getPrevious(org.apache.lucene.spatial3d.geom.GeoPolygonFactory$Edge),8,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.GeoPolygonFactory$SafePath,org.apache.lucene.spatial3d.geom.GeoPolygonFactory$SafePath findFirstEndpoint(),8,8
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.GeoShape,org.apache.lucene.spatial3d.geom.GeoPoint[] getEdgePoints(),72,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.LatLonBounds,java.lang.Double getLeftLongitude(),10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.LatLonBounds,java.lang.Double getMaxLatitude(),10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.LatLonBounds,java.lang.Double getMinLatitude(),10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.LatLonBounds,java.lang.Double getRightLongitude(),10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Plane,"org.apache.lucene.spatial3d.geom.GeoPoint[] findCrossings(org.apache.lucene.spatial3d.geom.PlanetModel,org.apache.lucene.spatial3d.geom.Plane,org.apache.lucene.spatial3d.geom.Membership[])",32,8
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Plane,"org.apache.lucene.spatial3d.geom.GeoPoint[] findIntersections(org.apache.lucene.spatial3d.geom.PlanetModel,org.apache.lucene.spatial3d.geom.Plane,org.apache.lucene.spatial3d.geom.Membership[])",434,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Plane,"org.apache.lucene.spatial3d.geom.GeoPoint[] findIntersections(org.apache.lucene.spatial3d.geom.PlanetModel,org.apache.lucene.spatial3d.geom.Plane,org.apache.lucene.spatial3d.geom.Membership[],org.apache.lucene.spatial3d.geom.Membership[])",40,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Vector,"org.apache.lucene.spatial3d.geom.Vector rotateXY(double,double)",20,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Vector,"org.apache.lucene.spatial3d.geom.Vector rotateXZ(double,double)",10,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.Vector,"org.apache.lucene.spatial3d.geom.Vector translate(double,double,double)",20,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.XYZBounds,java.lang.Double getMaximumX(),35,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.XYZBounds,java.lang.Double getMaximumY(),35,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.XYZBounds,java.lang.Double getMaximumZ(),35,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.XYZBounds,java.lang.Double getMinimumX(),35,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.XYZBounds,java.lang.Double getMinimumY(),35,0
org.apache.lucene,lucene-spatial3d,6,org.apache.lucene.spatial3d.geom.XYZBounds,java.lang.Double getMinimumZ(),35,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.spell.Dictionary,org.apache.lucene.search.suggest.InputIterator getEntryIterator(),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.spell.HighFrequencyDictionary,org.apache.lucene.index.IndexReader access$000(org.apache.lucene.search.spell.HighFrequencyDictionary),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.spell.PlainTextDictionary,java.io.BufferedReader access$000(org.apache.lucene.search.spell.PlainTextDictionary),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.BitsProducer,org.apache.lucene.util.Bits getBits(org.apache.lucene.index.LeafReaderContext),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.DocumentValueSourceDictionary,org.apache.lucene.queries.function.ValueSource access$000(org.apache.lucene.search.suggest.DocumentValueSourceDictionary),12,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.DocumentValueSourceDictionary,org.apache.lucene.search.LongValuesSource access$000(org.apache.lucene.search.suggest.DocumentValueSourceDictionary),8,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.FileDictionary,java.io.BufferedReader access$200(org.apache.lucene.search.suggest.FileDictionary),20,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.FileDictionary,java.lang.String access$100(org.apache.lucene.search.suggest.FileDictionary),20,10
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.InputIterator,org.apache.lucene.util.BytesRef payload(),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.Lookup$LookupPriorityQueue,org.apache.lucene.search.suggest.Lookup$LookupResult[] getResults(),20,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.SortedInputIterator,java.util.Comparator access$200(org.apache.lucene.search.suggest.SortedInputIterator),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.analyzing.AnalyzingSuggester,org.apache.lucene.analysis.TokenStreamToAutomaton getTokenStreamToAutomaton(),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.analyzing.BlendedInfixSuggester$BlenderType,org.apache.lucene.search.suggest.analyzing.BlendedInfixSuggester$BlenderType[] values(),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.analyzing.FSTUtil,"java.util.List intersectPrefixPaths(org.apache.lucene.util.automaton.Automaton,org.apache.lucene.util.fst.FST)",20,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.document.CompletionQuery,java.lang.String getField(),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.document.CompletionQuery,org.apache.lucene.index.Term getTerm(),40,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.document.CompletionQuery,org.apache.lucene.search.Query rewrite(org.apache.lucene.index.IndexReader),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.document.CompletionQuery,org.apache.lucene.search.suggest.BitsProducer getFilter(),20,20
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.document.SuggestScoreDocPriorityQueue,org.apache.lucene.search.suggest.document.TopSuggestDocs$SuggestScoreDoc[] getResults(),21,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.fst.BytesRefSorter,org.apache.lucene.util.BytesRefIterator iterator(),10,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.fst.FSTCompletion,org.apache.lucene.util.fst.FST getFST(),30,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.jaspell.JaspellTernarySearchTrie,java.lang.Object get(java.lang.CharSequence),20,0
org.apache.lucene,lucene-suggest,6,org.apache.lucene.search.suggest.tst.TSTAutocomplete,"java.util.ArrayList prefixCompletion(org.apache.lucene.search.suggest.tst.TernaryTreeNode,java.lang.CharSequence,int)",20,20
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.codecs.ramonly.RAMOnlyPostingsFormat$RAMTermsConsumer,org.apache.lucene.codecs.ramonly.RAMOnlyPostingsFormat$RAMPostingsWriterImpl startTerm(org.apache.lucene.util.BytesRef),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.AlcoholicMergePolicy$Drink,org.apache.lucene.index.AlcoholicMergePolicy$Drink[] values(),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.BaseIndexFileFormatTestCase,java.util.Set access$000(),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.BaseIndexFileFormatTestCase,org.apache.lucene.codecs.Codec getCodec(),157,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomDocument,java.lang.String[] access$100(org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomDocument),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomDocument,org.apache.lucene.document.FieldType[] access$300(org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomDocument),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomDocument,org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomTokenStream[] access$200(org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomDocument),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomDocumentFactory,"org.apache.lucene.index.BaseTermVectorsFormatTestCase$RandomDocument newDocument(int,int,org.apache.lucene.index.BaseTermVectorsFormatTestCase$Options)",50,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.RandomIndexWriter,org.apache.lucene.index.DirectoryReader getReader(),656,30
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.RandomPostingsTester,"org.apache.lucene.codecs.FieldsProducer buildIndex(org.apache.lucene.codecs.Codec,org.apache.lucene.store.Directory,org.apache.lucene.index.IndexOptions,boolean,boolean)",20,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.RandomPostingsTester$SeedPostings,org.apache.lucene.util.BytesRef getPayload(),30,30
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.ThreadedIndexingAndSearchingTestCase,java.util.Map access$000(org.apache.lucene.index.ThreadedIndexingAndSearchingTestCase),20,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.index.ThreadedIndexingAndSearchingTestCase,org.apache.lucene.search.IndexSearcher getCurrentSearcher(),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.mockfile.FilterFileSystem,org.apache.lucene.mockfile.FilterFileSystemProvider getParent(),20,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.mockfile.FilterFileSystemProvider,"java.nio.file.DirectoryStream newDirectoryStream(java.nio.file.Path,java.nio.file.DirectoryStream$Filter)",30,20
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.mockfile.FilterFileSystemProvider,java.nio.file.FileSystem getFileSystem(java.net.URI),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.search.BulkScorerWrapperScorer,float[] access$300(org.apache.lucene.search.BulkScorerWrapperScorer),10,0
org.apache.lucene,lucene-test-framework,6,org.apache.lucene.search.BulkScorerWrapperScorer,int[] access$000(org.apache.lucene.search.BulkScorerWrapperScorer),30,0
